source,fichier_web,DateTimeOriginal,fuseau,latitude_GPX,longitude_GPX,écart_photo_GPX_secondes,certitude_GPX,localisation,action,titre_media,texte_alternatif,legende,description,EXIF_complets_identiques,octets_source,octets_web
DSC06163.jpg,kosovo-traversee-ski-monts-sar-groupe-crete-tempete-45.jpg,2025:02:11 13:19:59,+01:00,42.0923373,20.8401018,0,élevée,"secteur de Dragash et Brod, massif du Šar",groupe sur une crête nuageuse,"Groupe sur une crête nuageuse — secteur de Dragash et Brod, massif du Šar","Skieurs suivant une crête dans une ambiance hivernale, secteur de Dragash et Brod, massif du Šar, pendant une traversée à ski du Kosovo.",Groupe sur une crête nuageuse pendant la traversée à ski des monts Šar au Kosovo.,"Skieurs suivant une crête dans une ambiance hivernale. Point GPX le plus proche temporellement : 42.092337, 20.840102, avec un écart de 0 secondes.",True,339404,388811
DSC06180.jpg,kosovo-traversee-ski-monts-sar-ski-couloir-neige-46.jpg,2025:02:11 13:29:42,+01:00,42.0924425,20.8390947,1,élevée,"secteur de Dragash et Brod, massif du Šar",progression dans un couloir enneigé,"Progression dans un couloir enneigé — secteur de Dragash et Brod, massif du Šar","Skieur montant au pied d’un relief rocheux, secteur de Dragash et Brod, massif du Šar, pendant une traversée à ski du Kosovo.",Progression dans un couloir enneigé pendant la traversée à ski des monts Šar au Kosovo.,"Skieur montant au pied d’un relief rocheux. Point GPX le plus proche temporellement : 42.092442, 20.839095, avec un écart de 1 secondes.",True,424408,495355
DSC06192.jpg,kosovo-traversee-ski-monts-sar-virage-pente-large-47.jpg,2025:02:11 13:52:21,+01:00,42.0981304,20.8427902,1,élevée,"secteur de Dragash et Brod, massif du Šar",virage à ski sur une large pente,"Virage à ski sur une large pente — secteur de Dragash et Brod, massif du Šar","Skieur descendant un grand versant ouvert, secteur de Dragash et Brod, massif du Šar, pendant une traversée à ski du Kosovo.",Virage à ski sur une large pente pendant la traversée à ski des monts Šar au Kosovo.,"Skieur descendant un grand versant ouvert. Point GPX le plus proche temporellement : 42.098130, 20.842790, avec un écart de 1 secondes.",True,450438,489631
DSC06282.jpg,kosovo-traversee-ski-monts-sar-skieur-pente-vallee-48.jpg,2025:02:11 14:05:13,+01:00,42.0986227,20.8431985,1,élevée,"secteur de Dragash et Brod, massif du Šar",descente à ski au-dessus de la vallée,"Descente à ski au-dessus de la vallée — secteur de Dragash et Brod, massif du Šar","Skieur traçant une pente avec la vallée en contrebas, secteur de Dragash et Brod, massif du Šar, pendant une traversée à ski du Kosovo.",Descente à ski au-dessus de la vallée pendant la traversée à ski des monts Šar au Kosovo.,"Skieur traçant une pente avec la vallée en contrebas. Point GPX le plus proche temporellement : 42.098623, 20.843198, avec un écart de 1 secondes.",True,252477,316115
DSC06299.jpg,kosovo-traversee-ski-monts-sar-descente-poudreuse-sar-49.jpg,2025:02:11 14:05:35,+01:00,42.0984272,20.8441907,0,élevée,"secteur de Dragash et Brod, massif du Šar",descente en poudreuse dans le Šar,"Descente en poudreuse dans le šar — secteur de Dragash et Brod, massif du Šar","Skieur déclenchant un virage dans la neige légère, secteur de Dragash et Brod, massif du Šar, pendant une traversée à ski du Kosovo.",Descente en poudreuse dans le šar pendant la traversée à ski des monts Šar au Kosovo.,"Skieur déclenchant un virage dans la neige légère. Point GPX le plus proche temporellement : 42.098427, 20.844191, avec un écart de 0 secondes.",True,310992,362036
DSC06343.jpg,kosovo-traversee-ski-monts-sar-travaux-jardin-village-50.jpg,2025:02:11 15:54:53,+01:00,42.1321972,20.8583227,2,élevée,"secteur de Dragash et Brod, massif du Šar",travaux dans un jardin du village,"Travaux dans un jardin du village — secteur de Dragash et Brod, massif du Šar","Deux habitants travaillant près des arbres fruitiers, secteur de Dragash et Brod, massif du Šar, pendant une traversée à ski du Kosovo.",Travaux dans un jardin du village pendant la traversée à ski des monts Šar au Kosovo.,"Deux habitants travaillant près des arbres fruitiers. Point GPX le plus proche temporellement : 42.132197, 20.858323, avec un écart de 2 secondes.",True,990103,1147363
DSC06364.jpg,kosovo-traversee-ski-monts-sar-cuisine-chez-habitants-51.jpg,2025:02:11 17:04:04,+01:00,42.1289088,20.8697014,919,moyenne,secteur occidental du parc national des monts Šar,préparation du repas chez l’habitant,Préparation du repas chez l’habitant — secteur occidental du parc national des monts Šar,"Hôtes préparant un plat dans une cuisine familiale, secteur occidental du parc national des monts Šar, pendant une traversée à ski du Kosovo.",Préparation du repas chez l’habitant pendant la traversée à ski des monts Šar au Kosovo.,"Hôtes préparant un plat dans une cuisine familiale. Point GPX le plus proche temporellement : 42.128909, 20.869701, avec un écart de 919 secondes.",True,825337,899164
DSC06420.jpg,kosovo-traversee-ski-monts-sar-repas-famille-kosovo-52.jpg,2025:02:12 07:42:17,+01:00,42.1288684,20.8696248,3843,faible,secteur occidental du parc national des monts Šar,repas avec une famille du Kosovo,Repas avec une famille du kosovo — secteur occidental du parc national des monts Šar,"Compagnons et hôtes réunis autour de la table, secteur occidental du parc national des monts Šar, pendant une traversée à ski du Kosovo.",Repas avec une famille du kosovo pendant la traversée à ski des monts Šar au Kosovo.,"Compagnons et hôtes réunis autour de la table. Point GPX le plus proche temporellement : 42.128868, 20.869625, avec un écart de 3843 secondes.",True,545479,587906
DSC06434.jpg,kosovo-traversee-ski-monts-sar-portrait-hote-kosovo-53.jpg,2025:02:12 07:59:50,+01:00,42.1288684,20.8696248,2790,faible,secteur occidental du parc national des monts Šar,portrait avec un hôte,Portrait avec un hôte — secteur occidental du parc national des monts Šar,"Voyageur et habitant souriant face à l’objectif, secteur occidental du parc national des monts Šar, pendant une traversée à ski du Kosovo.",Portrait avec un hôte pendant la traversée à ski des monts Šar au Kosovo.,"Voyageur et habitant souriant face à l’objectif. Point GPX le plus proche temporellement : 42.128868, 20.869625, avec un écart de 2790 secondes.",True,470075,502778
DSC06505.jpg,kosovo-traversee-ski-monts-sar-skieur-avec-chiens-54.jpg,2025:02:12 11:03:53,+01:00,42.1145005,20.8903688,2,élevée,secteur occidental du parc national des monts Šar,montée à ski accompagnée de chiens,Montée à ski accompagnée de chiens — secteur occidental du parc national des monts Šar,"Skieur progressant dans la neige avec deux chiens, secteur occidental du parc national des monts Šar, pendant une traversée à ski du Kosovo.",Montée à ski accompagnée de chiens pendant la traversée à ski des monts Šar au Kosovo.,"Skieur progressant dans la neige avec deux chiens. Point GPX le plus proche temporellement : 42.114500, 20.890369, avec un écart de 2 secondes.",True,246739,299866
DSC06555.jpg,kosovo-traversee-ski-monts-sar-interieur-bois-guesthouse-55.jpg,2025:02:12 17:04:31,+01:00,42.1712373,20.963576,6241,faible,"secteur de Prevalla, parc national des monts Šar",intérieur chaleureux d’une guesthouse,"Intérieur chaleureux d’une guesthouse — secteur de Prevalla, parc national des monts Šar","Pièce en bois décorée après l’étape, secteur de Prevalla, parc national des monts Šar, pendant une traversée à ski du Kosovo.",Intérieur chaleureux d’une guesthouse pendant la traversée à ski des monts Šar au Kosovo.,"Pièce en bois décorée après l’étape. Point GPX le plus proche temporellement : 42.171237, 20.963576, avec un écart de 6241 secondes.",True,849524,958750
DSC06638.jpg,kosovo-traversee-ski-monts-sar-groupe-montee-foret-56.jpg,2025:02:13 09:07:58,+01:00,42.1694322,20.9631424,0,élevée,"secteur de Prevalla, parc national des monts Šar",montée du groupe près de la forêt,"Montée du groupe près de la forêt — secteur de Prevalla, parc national des monts Šar","Skieurs avançant sur une pente bordée d’arbres, secteur de Prevalla, parc national des monts Šar, pendant une traversée à ski du Kosovo.",Montée du groupe près de la forêt pendant la traversée à ski des monts Šar au Kosovo.,"Skieurs avançant sur une pente bordée d’arbres. Point GPX le plus proche temporellement : 42.169432, 20.963142, avec un écart de 0 secondes.",True,203988,256822
DSC06731.jpg,kosovo-traversee-ski-monts-sar-montee-ski-avec-chien-57.jpg,2025:02:13 09:39:55,+01:00,42.1576754,20.97128,0,élevée,"secteur de Prevalla, parc national des monts Šar",montée à ski avec un chien,"Montée à ski avec un chien — secteur de Prevalla, parc national des monts Šar","Deux skieurs et un chien suivant la trace, secteur de Prevalla, parc national des monts Šar, pendant une traversée à ski du Kosovo.",Montée à ski avec un chien pendant la traversée à ski des monts Šar au Kosovo.,"Deux skieurs et un chien suivant la trace. Point GPX le plus proche temporellement : 42.157675, 20.971280, avec un écart de 0 secondes.",True,764496,812064
DSC06743.jpg,kosovo-traversee-ski-monts-sar-groupe-vallon-avec-chiens-58.jpg,2025:02:13 10:30:13,+01:00,42.1499878,20.9751058,1,élevée,"secteur de Prevalla, parc national des monts Šar",traversée d’un vallon avec des chiens,"Traversée d’un vallon avec des chiens — secteur de Prevalla, parc national des monts Šar","Groupe progressant dans un vallon enneigé, secteur de Prevalla, parc national des monts Šar, pendant une traversée à ski du Kosovo.",Traversée d’un vallon avec des chiens pendant la traversée à ski des monts Šar au Kosovo.,"Groupe progressant dans un vallon enneigé. Point GPX le plus proche temporellement : 42.149988, 20.975106, avec un écart de 1 secondes.",True,268920,318359
DSC06773.jpg,kosovo-traversee-ski-monts-sar-groupe-col-panorama-59.jpg,2025:02:13 11:00:19,+01:00,42.1459528,20.970082,2,élevée,"secteur de Prevalla, parc national des monts Šar",groupe au col panoramique,"Groupe au col panoramique — secteur de Prevalla, parc national des monts Šar","Skieurs réunis au-dessus des vallées du šar, secteur de Prevalla, parc national des monts Šar, pendant une traversée à ski du Kosovo.",Groupe au col panoramique pendant la traversée à ski des monts Šar au Kosovo.,"Skieurs réunis au-dessus des vallées du šar. Point GPX le plus proche temporellement : 42.145953, 20.970082, avec un écart de 2 secondes.",True,558161,606017
DSC06978.jpg,kosovo-traversee-ski-monts-sar-skieurs-pente-aerienne-60.jpg,2025:02:14 10:30:21,+01:00,42.1858896,21.0494394,1,élevée,"secteur de Brezovica, monts Šar",skieurs sur une pente aérienne,"Skieurs sur une pente aérienne — secteur de Brezovica, monts Šar","Deux skieurs traversant un versant dominant la plaine, secteur de Brezovica, monts Šar, pendant une traversée à ski du Kosovo.",Skieurs sur une pente aérienne pendant la traversée à ski des monts Šar au Kosovo.,"Deux skieurs traversant un versant dominant la plaine. Point GPX le plus proche temporellement : 42.185890, 21.049439, avec un écart de 1 secondes.",True,449831,521768
DSC07130.jpg,kosovo-traversee-ski-monts-sar-guesthouse-pierre-bois-61.jpg,2025:02:14 15:43:43,+01:00,42.1893019,21.1194502,1,élevée,"secteur oriental des monts Šar, vers le Ljuboten",accueil devant une guesthouse,"Accueil devant une guesthouse — secteur oriental des monts Šar, vers le Ljuboten","Voyageur devant une maison de pierre et de bois, secteur oriental des monts Šar, vers le Ljuboten, pendant une traversée à ski du Kosovo.",Accueil devant une guesthouse pendant la traversée à ski des monts Šar au Kosovo.,"Voyageur devant une maison de pierre et de bois. Point GPX le plus proche temporellement : 42.189302, 21.119450, avec un écart de 1 secondes.",True,550830,613037
DSC07150.jpg,kosovo-traversee-ski-monts-sar-repas-convivial-kosovo-62.jpg,2025:02:14 19:00:12,+01:00,42.1846248,21.1273218,10521,faible,"secteur oriental des monts Šar, vers le Ljuboten",repas convivial de fin d’étape,"Repas convivial de fin d’étape — secteur oriental des monts Šar, vers le Ljuboten","Groupe partageant un grand repas dans la guesthouse, secteur oriental des monts Šar, vers le Ljuboten, pendant une traversée à ski du Kosovo.",Repas convivial de fin d’étape pendant la traversée à ski des monts Šar au Kosovo.,"Groupe partageant un grand repas dans la guesthouse. Point GPX le plus proche temporellement : 42.184625, 21.127322, avec un écart de 10521 secondes.",True,499025,522751
DSC07192.jpg,kosovo-traversee-ski-monts-sar-skieur-couloir-rocheux-63.jpg,2025:02:15 08:17:46,+01:00,42.1872344,21.1345943,0,élevée,"secteur oriental des monts Šar, vers le Ljuboten",progression dans un couloir rocheux,"Progression dans un couloir rocheux — secteur oriental des monts Šar, vers le Ljuboten","Skieur franchissant un passage entre neige et rochers, secteur oriental des monts Šar, vers le Ljuboten, pendant une traversée à ski du Kosovo.",Progression dans un couloir rocheux pendant la traversée à ski des monts Šar au Kosovo.,"Skieur franchissant un passage entre neige et rochers. Point GPX le plus proche temporellement : 42.187234, 21.134594, avec un écart de 0 secondes.",True,591087,589450
DSC07224.jpg,kosovo-traversee-ski-monts-sar-groupe-brouillard-crete-64.jpg,2025:02:15 09:51:47,+01:00,42.1996021,21.1245124,2,élevée,"secteur oriental des monts Šar, vers le Ljuboten",groupe dans le brouillard sur la crête,"Groupe dans le brouillard sur la crête — secteur oriental des monts Šar, vers le Ljuboten","Skieurs avançant en file dans une lumière blanche, secteur oriental des monts Šar, vers le Ljuboten, pendant une traversée à ski du Kosovo.",Groupe dans le brouillard sur la crête pendant la traversée à ski des monts Šar au Kosovo.,"Skieurs avançant en file dans une lumière blanche. Point GPX le plus proche temporellement : 42.199602, 21.124512, avec un écart de 2 secondes.",True,204504,246760
DSC07270.jpg,kosovo-traversee-ski-monts-sar-groupe-sommet-nuages-65.jpg,2025:02:15 10:10:42,+01:00,42.2053395,21.1200741,1,élevée,"secteur oriental des monts Šar, vers le Ljuboten",groupe sur un sommet nuageux,"Groupe sur un sommet nuageux — secteur oriental des monts Šar, vers le Ljuboten","Skieurs réunis sur une crête enveloppée de nuages, secteur oriental des monts Šar, vers le Ljuboten, pendant une traversée à ski du Kosovo.",Groupe sur un sommet nuageux pendant la traversée à ski des monts Šar au Kosovo.,"Skieurs réunis sur une crête enveloppée de nuages. Point GPX le plus proche temporellement : 42.205340, 21.120074, avec un écart de 1 secondes.",True,110243,134745
DSC07351.jpg,kosovo-traversee-ski-monts-sar-descente-ski-nuages-66.jpg,2025:02:15 10:51:15,+01:00,42.2068422,21.119119,2,élevée,"secteur oriental des monts Šar, vers le Ljuboten",descente à ski sous les nuages,"Descente à ski sous les nuages — secteur oriental des monts Šar, vers le Ljuboten","Skieur descendant une pente douce dans une ambiance bleutée, secteur oriental des monts Šar, vers le Ljuboten, pendant une traversée à ski du Kosovo.",Descente à ski sous les nuages pendant la traversée à ski des monts Šar au Kosovo.,"Skieur descendant une pente douce dans une ambiance bleutée. Point GPX le plus proche temporellement : 42.206842, 21.119119, avec un écart de 2 secondes.",True,209578,260223
