source,fichier_web,DateTimeOriginal,date_contextuelle,justification_date,fuseau,latitude_GPX,longitude_GPX,écart_photo_GPX_secondes,certitude_GPX,localisation,action,titre_media,texte_alternatif,legende,description,EXIF_complets_identiques,octets_source,octets_web
DSC03288 (1).jpg,georgie-svanetie-skieur-traversee-vallon-41.jpg,2024:04:05 10:38:19,2024-04-05 10:38:19,Date EXIF utilisée telle quelle; localisation rapprochée de la trace GPX.,+04:00,42.98455,43.0476741,0,élevée,secteur d’Ushguli et du Shkhara,traversée d’un vallon à ski,Traversée d’un vallon à ski — secteur d’Ushguli et du Shkhara,"Skieur progressant skis aux pieds dans le vallon, secteur d’Ushguli et du Shkhara, pendant une traversée à ski en Haute-Svanétie.",Traversée d’un vallon à ski pendant la traversée à ski de la Haute-Svanétie.,"Skieur progressant skis aux pieds dans le vallon. Point GPX le plus proche temporellement : 42.984550, 43.047674, avec un écart de 0 secondes.",True,467322,192239
DSC03277.jpg,georgie-svanetie-descente-ski-grand-vallon-42.jpg,2024:04:05 10:38:05,2024-04-05 10:38:05,Date EXIF utilisée telle quelle; localisation rapprochée de la trace GPX.,+04:00,42.98455,43.0476741,1,élevée,secteur d’Ushguli et du Shkhara,descente dans un grand vallon,Descente dans un grand vallon — secteur d’Ushguli et du Shkhara,"Skieur descendant entre de hauts versants enneigés, secteur d’Ushguli et du Shkhara, pendant une traversée à ski en Haute-Svanétie.",Descente dans un grand vallon pendant la traversée à ski de la Haute-Svanétie.,"Skieur descendant entre de hauts versants enneigés. Point GPX le plus proche temporellement : 42.984550, 43.047674, avec un écart de 1 secondes.",True,652808,307769
DSC03051.jpg,georgie-svanetie-refuge-nuit-montagne-43.jpg,2024:04:04 21:06:13,2024-04-04 21:06:13,Date EXIF utilisée telle quelle; localisation rapprochée de la trace GPX.,+04:00,42.9495954,43.0766783,23110,faible,secteur d’Ushguli et du Shkhara,refuge éclairé dans la nuit,Refuge éclairé dans la nuit — secteur d’Ushguli et du Shkhara,"Refuge de montagne sous un ciel étoilé, secteur d’Ushguli et du Shkhara, pendant une traversée à ski en Haute-Svanétie.",Refuge éclairé dans la nuit pendant la traversée à ski de la Haute-Svanétie.,"Refuge de montagne sous un ciel étoilé. Point GPX le plus proche temporellement : 42.949595, 43.076678, avec un écart de 23110 secondes.",True,631117,290769
DSC03042 (1).jpg,georgie-svanetie-alpenglow-sommets-44.jpg,2024:04:04 19:29:59,2024-04-04 19:29:59,Date EXIF utilisée telle quelle; localisation rapprochée de la trace GPX.,+04:00,42.9495954,43.0766783,17336,faible,secteur d’Ushguli et du Shkhara,alpenglow sur les sommets,Alpenglow sur les sommets — secteur d’Ushguli et du Shkhara,"Sommets du caucase éclairés par les dernières lueurs, secteur d’Ushguli et du Shkhara, pendant une traversée à ski en Haute-Svanétie.",Alpenglow sur les sommets pendant la traversée à ski de la Haute-Svanétie.,"Sommets du caucase éclairés par les dernières lueurs. Point GPX le plus proche temporellement : 42.949595, 43.076678, avec un écart de 17336 secondes.",True,1202472,512106
DSC02961 (1).jpg,georgie-svanetie-interieur-cabane-repos-45.jpg,2024:04:04 15:10:22,2024-04-04 15:10:22,Date EXIF utilisée telle quelle; localisation rapprochée de la trace GPX.,+04:00,42.9495954,43.0766783,1759,moyenne,secteur d’Ushguli et du Shkhara,repos à l’intérieur de la cabane,Repos à l’intérieur de la cabane — secteur d’Ushguli et du Shkhara,"Skieur installé sur son couchage, secteur d’Ushguli et du Shkhara, pendant une traversée à ski en Haute-Svanétie.",Repos à l’intérieur de la cabane pendant la traversée à ski de la Haute-Svanétie.,"Skieur installé sur son couchage. Point GPX le plus proche temporellement : 42.949595, 43.076678, avec un écart de 1759 secondes.",True,784232,346114
DSC02945.jpg,georgie-svanetie-depart-refuge-ski-46.jpg,2024:04:04 14:24:39,2024-04-04 14:24:39,Date EXIF utilisée telle quelle; localisation rapprochée de la trace GPX.,+04:00,42.9434854,43.0900343,1,élevée,secteur d’Ushguli et du Shkhara,départ à ski depuis le refuge,Départ à ski depuis le refuge — secteur d’Ushguli et du Shkhara,"Groupe préparant les skis devant le bâtiment, secteur d’Ushguli et du Shkhara, pendant une traversée à ski en Haute-Svanétie.",Départ à ski depuis le refuge pendant la traversée à ski de la Haute-Svanétie.,"Groupe préparant les skis devant le bâtiment. Point GPX le plus proche temporellement : 42.943485, 43.090034, avec un écart de 1 secondes.",True,811721,382554
DSC02455.jpg,georgie-svanetie-montee-ski-shkhara-47.jpg,2024:04:04 09:44:01,2024-04-04 09:44:01,Date EXIF utilisée telle quelle; localisation rapprochée de la trace GPX.,+04:00,42.9162036,43.0313292,1,élevée,"Ushguli, au pied du Shkhara",montée à ski face au Shkhara,"Montée à ski face au shkhara — Ushguli, au pied du Shkhara","Cordée montant au-dessus des nuages, Ushguli, au pied du Shkhara, pendant une traversée à ski en Haute-Svanétie.",Montée à ski face au shkhara pendant la traversée à ski de la Haute-Svanétie.,"Cordée montant au-dessus des nuages. Point GPX le plus proche temporellement : 42.916204, 43.031329, avec un écart de 1 secondes.",True,423040,171391
DSC02378 (1).jpg,georgie-svanetie-groupe-montee-vallee-48.jpg,2024:04:04 09:26:27,2024-04-04 09:26:27,Date EXIF utilisée telle quelle; localisation rapprochée de la trace GPX.,+04:00,42.9156632,43.0273219,0,élevée,"Ushguli, au pied du Shkhara",montée en groupe dans la vallée,"Montée en groupe dans la vallée — Ushguli, au pied du Shkhara","Groupe progressant skis aux pieds, Ushguli, au pied du Shkhara, pendant une traversée à ski en Haute-Svanétie.",Montée en groupe dans la vallée pendant la traversée à ski de la Haute-Svanétie.,"Groupe progressant skis aux pieds. Point GPX le plus proche temporellement : 42.915663, 43.027322, avec un écart de 0 secondes.",True,931954,442778
DSC02181.jpg,georgie-svanetie-vie-village-hiver-49.jpg,2024:04:04 08:31:52,2024-04-04 08:31:52,Date EXIF utilisée telle quelle; localisation rapprochée de la trace GPX.,+04:00,42.9156857,43.0133477,2,élevée,"Ushguli, au pied du Shkhara",vie quotidienne au village,"Vie quotidienne au village — Ushguli, au pied du Shkhara","Habitant portant des seaux dans une rue enneigée, Ushguli, au pied du Shkhara, pendant une traversée à ski en Haute-Svanétie.",Vie quotidienne au village pendant la traversée à ski de la Haute-Svanétie.,"Habitant portant des seaux dans une rue enneigée. Point GPX le plus proche temporellement : 42.915686, 43.013348, avec un écart de 2 secondes.",True,786214,354906
DSC06739.jpg,georgie-svanetie-descente-ski-pente-raide-50.jpg,2024:03:13 13:34:07,2024-04-11 13:34:07,Calendrier de l’appareil décalé d’un mois; correction contextuelle confirmée par la séquence Sony et le raid. EXIF conservé intact.,+01:00,43.0518711,42.5265439,83230,faible,"vallée de Becho, vers le massif de l’Ushba",descente à ski dans une pente raide,"Descente à ski dans une pente raide — vallée de Becho, vers le massif de l’Ushba","Skieur engagé dans une pente raide avec les sommets du caucase à l’horizon, vallée de Becho, vers le massif de l’Ushba, pendant le voyage à ski en Géorgie.",Descente à ski dans une pente raide pendant le voyage et le raid à ski en Haute-Svanétie.,"Skieur engagé dans une pente raide avec les sommets du caucase à l’horizon. Localisation établie par la chronologie du voyage et le point GPX le plus proche (43.051871, 42.526544, écart 83230 s).",True,605532,261774
DSC06692 (1).jpg,georgie-svanetie-virage-ski-poudreuse-caucase-51.jpg,2024:03:13 13:25:48,2024-04-11 13:25:48,Calendrier de l’appareil décalé d’un mois; correction contextuelle confirmée par la séquence Sony et le raid. EXIF conservé intact.,+01:00,43.0518711,42.5265439,82731,faible,"vallée de Becho, vers le massif de l’Ushba",virage à ski en poudreuse,"Virage à ski en poudreuse — vallée de Becho, vers le massif de l’Ushba","Skieur traçant un virage dans une large pente enneigée, vallée de Becho, vers le massif de l’Ushba, pendant le voyage à ski en Géorgie.",Virage à ski en poudreuse pendant le voyage et le raid à ski en Haute-Svanétie.,"Skieur traçant un virage dans une large pente enneigée. Localisation établie par la chronologie du voyage et le point GPX le plus proche (43.051871, 42.526544, écart 82731 s).",True,707005,325229
DSC06662.jpg,georgie-svanetie-panorama-vallee-caucase-52.jpg,2024:03:13 13:24:10,2024-04-11 13:24:10,Calendrier de l’appareil décalé d’un mois; correction contextuelle confirmée par la séquence Sony et le raid. EXIF conservé intact.,+01:00,43.0518711,42.5265439,82633,faible,"vallée de Becho, vers le massif de l’Ushba",panorama sur la vallée du Caucase,"Panorama sur la vallée du caucase — vallée de Becho, vers le massif de l’Ushba","Vaste panorama hivernal depuis une crête de haute-svanétie, vallée de Becho, vers le massif de l’Ushba, pendant le voyage à ski en Géorgie.",Panorama sur la vallée du caucase pendant le voyage et le raid à ski en Haute-Svanétie.,"Vaste panorama hivernal depuis une crête de haute-svanétie. Localisation établie par la chronologie du voyage et le point GPX le plus proche (43.051871, 42.526544, écart 82633 s).",True,851226,421704
DSC06572.jpg,georgie-svanetie-groupe-montee-col-neige-53.jpg,2024:03:13 11:15:14,2024-04-11 11:15:14,Calendrier de l’appareil décalé d’un mois; correction contextuelle confirmée par la séquence Sony et le raid. EXIF conservé intact.,+01:00,43.0518711,42.5265439,74897,faible,"vallée de Becho, vers le massif de l’Ushba",montée du groupe vers un col,"Montée du groupe vers un col — vallée de Becho, vers le massif de l’Ushba","Trois skieurs progressant dans un vaste cirque enneigé, vallée de Becho, vers le massif de l’Ushba, pendant le voyage à ski en Géorgie.",Montée du groupe vers un col pendant le voyage et le raid à ski en Haute-Svanétie.,"Trois skieurs progressant dans un vaste cirque enneigé. Localisation établie par la chronologie du voyage et le point GPX le plus proche (43.051871, 42.526544, écart 74897 s).",True,662395,306578
DSC06534.jpg,georgie-svanetie-traversee-vallon-ski-54.jpg,2024:03:13 10:26:35,2024-04-11 10:26:35,Calendrier de l’appareil décalé d’un mois; correction contextuelle confirmée par la séquence Sony et le raid. EXIF conservé intact.,+01:00,43.0518711,42.5265439,71978,faible,"vallée de Becho, vers le massif de l’Ushba",traversée d’un vallon à ski,"Traversée d’un vallon à ski — vallée de Becho, vers le massif de l’Ushba","Skieurs minuscules au pied de grands versants enneigés, vallée de Becho, vers le massif de l’Ushba, pendant le voyage à ski en Géorgie.",Traversée d’un vallon à ski pendant le voyage et le raid à ski en Haute-Svanétie.,"Skieurs minuscules au pied de grands versants enneigés. Localisation établie par la chronologie du voyage et le point GPX le plus proche (43.051871, 42.526544, écart 71978 s).",True,770719,367812
DSC06508 (1).jpg,georgie-svanetie-skieurs-montee-reliefs-neige-55.jpg,2024:03:13 10:15:05,2024-04-11 10:15:05,Calendrier de l’appareil décalé d’un mois; correction contextuelle confirmée par la séquence Sony et le raid. EXIF conservé intact.,+01:00,43.0518711,42.5265439,71288,faible,"vallée de Becho, vers le massif de l’Ushba",montée à ski entre les reliefs,"Montée à ski entre les reliefs — vallée de Becho, vers le massif de l’Ushba","Deux skieurs avançant au milieu de reliefs sculptés par la neige, vallée de Becho, vers le massif de l’Ushba, pendant le voyage à ski en Géorgie.",Montée à ski entre les reliefs pendant le voyage et le raid à ski en Haute-Svanétie.,"Deux skieurs avançant au milieu de reliefs sculptés par la neige. Localisation établie par la chronologie du voyage et le point GPX le plus proche (43.051871, 42.526544, écart 71288 s).",True,840962,397229
DSC06440 (1).jpg,georgie-svanetie-pause-chaude-refuge-56.jpg,2024:03:13 08:28:29,2024-04-11 08:28:29,Calendrier de l’appareil décalé d’un mois; correction contextuelle confirmée par la séquence Sony et le raid. EXIF conservé intact.,+01:00,43.0518711,42.5265439,64892,faible,"vallée de Becho, vers le massif de l’Ushba",pause chaude au refuge,"Pause chaude au refuge — vallée de Becho, vers le massif de l’Ushba","Skieurs préparant une boisson chaude pendant l’étape, vallée de Becho, vers le massif de l’Ushba, pendant le voyage à ski en Géorgie.",Pause chaude au refuge pendant le voyage et le raid à ski en Haute-Svanétie.,"Skieurs préparant une boisson chaude pendant l’étape. Localisation établie par la chronologie du voyage et le point GPX le plus proche (43.051871, 42.526544, écart 64892 s).",True,763626,324087
DSC06402.jpg,georgie-svanetie-repos-refuge-groupe-57.jpg,2024:03:13 07:53:56,2024-04-11 07:53:56,Calendrier de l’appareil décalé d’un mois; correction contextuelle confirmée par la séquence Sony et le raid. EXIF conservé intact.,+01:00,43.0518711,42.5265439,62819,faible,"vallée de Becho, vers le massif de l’Ushba",repos du groupe au refuge,"Repos du groupe au refuge — vallée de Becho, vers le massif de l’Ushba","Groupe de skieurs installé dans un refuge de montagne, vallée de Becho, vers le massif de l’Ushba, pendant le voyage à ski en Géorgie.",Repos du groupe au refuge pendant le voyage et le raid à ski en Haute-Svanétie.,"Groupe de skieurs installé dans un refuge de montagne. Localisation établie par la chronologie du voyage et le point GPX le plus proche (43.051871, 42.526544, écart 62819 s).",True,683312,309375
DSC06390.jpg,georgie-svanetie-repas-refuge-skieurs-58.jpg,2024:03:12 22:43:48,2024-04-10 22:43:48,Calendrier de l’appareil décalé d’un mois; correction contextuelle confirmée par la séquence Sony et le raid. EXIF conservé intact.,+01:00,43.0518711,42.5265439,29811,faible,"vallée de Becho, vers le massif de l’Ushba",repas au refuge,"Repas au refuge — vallée de Becho, vers le massif de l’Ushba","Skieurs réunis autour d’une table pendant une étape du raid, vallée de Becho, vers le massif de l’Ushba, pendant le voyage à ski en Géorgie.",Repas au refuge pendant le voyage et le raid à ski en Haute-Svanétie.,"Skieurs réunis autour d’une table pendant une étape du raid. Localisation établie par la chronologie du voyage et le point GPX le plus proche (43.051871, 42.526544, écart 29811 s).",True,724937,363082
DSC06267.jpg,georgie-svanetie-cordee-montee-crete-59.jpg,2024:03:12 15:39:54,2024-04-10 15:39:54,Calendrier de l’appareil décalé d’un mois; correction contextuelle confirmée par la séquence Sony et le raid. EXIF conservé intact.,+01:00,43.0518711,42.5265439,4377,faible,"vallée de Becho, vers le massif de l’Ushba",montée en cordée sur une crête,"Montée en cordée sur une crête — vallée de Becho, vers le massif de l’Ushba","File de skieurs gravissant une crête blanche, vallée de Becho, vers le massif de l’Ushba, pendant le voyage à ski en Géorgie.",Montée en cordée sur une crête pendant le voyage et le raid à ski en Haute-Svanétie.,"File de skieurs gravissant une crête blanche. Localisation établie par la chronologie du voyage et le point GPX le plus proche (43.051871, 42.526544, écart 4377 s).",True,696752,319944
DSC06260.jpg,georgie-svanetie-skieurs-arete-panorama-60.jpg,2024:03:12 15:29:59,2024-04-10 15:29:59,Calendrier de l’appareil décalé d’un mois; correction contextuelle confirmée par la séquence Sony et le raid. EXIF conservé intact.,+01:00,43.0518711,42.5265439,3782,faible,"vallée de Becho, vers le massif de l’Ushba",progression sur une arête panoramique,"Progression sur une arête panoramique — vallée de Becho, vers le massif de l’Ushba","Deux skieurs portant leur matériel sur une arête du caucase, vallée de Becho, vers le massif de l’Ushba, pendant le voyage à ski en Géorgie.",Progression sur une arête panoramique pendant le voyage et le raid à ski en Haute-Svanétie.,"Deux skieurs portant leur matériel sur une arête du caucase. Localisation établie par la chronologie du voyage et le point GPX le plus proche (43.051871, 42.526544, écart 3782 s).",True,650406,297796
DSC06242.jpg,georgie-svanetie-skieurs-flanc-montagne-61.jpg,2024:03:12 15:21:49,2024-04-10 15:21:49,Calendrier de l’appareil décalé d’un mois; correction contextuelle confirmée par la séquence Sony et le raid. EXIF conservé intact.,+01:00,43.0518711,42.5265439,3292,faible,"vallée de Becho, vers le massif de l’Ushba",traversée d’un flanc de montagne,"Traversée d’un flanc de montagne — vallée de Becho, vers le massif de l’Ushba","Skieurs avançant sur une pente avec les sommets de svanétie en arrière-plan, vallée de Becho, vers le massif de l’Ushba, pendant le voyage à ski en Géorgie.",Traversée d’un flanc de montagne pendant le voyage et le raid à ski en Haute-Svanétie.,"Skieurs avançant sur une pente avec les sommets de svanétie en arrière-plan. Localisation établie par la chronologie du voyage et le point GPX le plus proche (43.051871, 42.526544, écart 3292 s).",True,598902,261819
DSC06176.jpg,georgie-svanetie-trace-ski-vallon-62.jpg,2024:03:12 14:42:05,2024-04-10 14:42:05,Calendrier de l’appareil décalé d’un mois; correction contextuelle confirmée par la séquence Sony et le raid. EXIF conservé intact.,+01:00,43.0518711,42.5265439,908,moyenne,"vallée de Becho, vers le massif de l’Ushba",trace de ski dans un grand vallon,"Trace de ski dans un grand vallon — vallée de Becho, vers le massif de l’Ushba","Deux skieurs suivant une trace sinueuse dans la neige vierge, vallée de Becho, vers le massif de l’Ushba, pendant le voyage à ski en Géorgie.",Trace de ski dans un grand vallon pendant le voyage et le raid à ski en Haute-Svanétie.,"Deux skieurs suivant une trace sinueuse dans la neige vierge. Localisation établie par la chronologie du voyage et le point GPX le plus proche (43.051871, 42.526544, écart 908 s).",True,566837,255490
DSC06159 (1).jpg,georgie-svanetie-skieurs-reliefs-poudreuse-63.jpg,2024:03:12 14:36:56,2024-04-10 14:36:56,Calendrier de l’appareil décalé d’un mois; correction contextuelle confirmée par la séquence Sony et le raid. EXIF conservé intact.,+01:00,43.0518711,42.5265439,599,moyenne,"vallée de Becho, vers le massif de l’Ushba",progression entre les reliefs poudreux,"Progression entre les reliefs poudreux — vallée de Becho, vers le massif de l’Ushba","Deux skieurs traversant des ondulations de neige immaculée, vallée de Becho, vers le massif de l’Ushba, pendant le voyage à ski en Géorgie.",Progression entre les reliefs poudreux pendant le voyage et le raid à ski en Haute-Svanétie.,"Deux skieurs traversant des ondulations de neige immaculée. Localisation établie par la chronologie du voyage et le point GPX le plus proche (43.051871, 42.526544, écart 599 s).",True,570721,257092
DSC06149 (1).jpg,georgie-svanetie-montee-ski-panorama-vallee-64.jpg,2024:03:12 14:10:10,2024-04-10 14:10:10,Calendrier de l’appareil décalé d’un mois; correction contextuelle confirmée par la séquence Sony et le raid. EXIF conservé intact.,+01:00,43.0563284,42.532516,2,élevée,"vallée de Becho, vers le massif de l’Ushba",montée à ski au-dessus de la vallée,"Montée à ski au-dessus de la vallée — vallée de Becho, vers le massif de l’Ushba","Deux skieurs progressant au-dessus d’une vallée du caucase, vallée de Becho, vers le massif de l’Ushba, pendant le voyage à ski en Géorgie.",Montée à ski au-dessus de la vallée pendant le voyage et le raid à ski en Haute-Svanétie.,"Deux skieurs progressant au-dessus d’une vallée du caucase. Localisation établie par la chronologie du voyage et le point GPX le plus proche (43.056328, 42.532516, écart 2 s).",True,630994,284985
DSC02096 (1).jpg,georgie-svanetie-toast-arrivee-svanetie-65.jpg,2024:04:03 20:41:54,2024-04-03 20:41:54,"Date EXIF cohérente avec le voyage, hors période de trace GPX.",+04:00,,,,contextuelle,route de Tbilissi à Mestia et arrivée en Svanétie,toast lors de l’arrivée en Svanétie,Toast lors de l’arrivée en svanétie — route de Tbilissi à Mestia et arrivée en Svanétie,"Compagnons levant leur verre autour d’une table en bois, route de Tbilissi à Mestia et arrivée en Svanétie, pendant le voyage à ski en Géorgie.",Toast lors de l’arrivée en svanétie pendant le voyage et le raid à ski en Haute-Svanétie.,Compagnons levant leur verre autour d’une table en bois. Localisation établie par la chronologie du voyage.,True,813928,380655
DSC02001.jpg,georgie-svanetie-tours-svanes-village-66.jpg,2024:04:03 18:32:10,2024-04-03 18:32:10,"Date EXIF cohérente avec le voyage, hors période de trace GPX.",+04:00,,,,contextuelle,route de Tbilissi à Mestia et arrivée en Svanétie,tours svanes dans un village,Tours svanes dans un village — route de Tbilissi à Mestia et arrivée en Svanétie,"Tours médiévales de svanétie au-dessus des toits enneigés, route de Tbilissi à Mestia et arrivée en Svanétie, pendant le voyage à ski en Géorgie.",Tours svanes dans un village pendant le voyage et le raid à ski en Haute-Svanétie.,Tours médiévales de svanétie au-dessus des toits enneigés. Localisation établie par la chronologie du voyage.,True,1080828,514372
DSC01964 (1).jpg,georgie-svanetie-tour-svane-neige-67.jpg,2024:04:03 18:26:30,2024-04-03 18:26:30,"Date EXIF cohérente avec le voyage, hors période de trace GPX.",+04:00,,,,contextuelle,route de Tbilissi à Mestia et arrivée en Svanétie,tour svane sous la neige,Tour svane sous la neige — route de Tbilissi à Mestia et arrivée en Svanétie,"Tour défensive en pierre dans un paysage hivernal, route de Tbilissi à Mestia et arrivée en Svanétie, pendant le voyage à ski en Géorgie.",Tour svane sous la neige pendant le voyage et le raid à ski en Haute-Svanétie.,Tour défensive en pierre dans un paysage hivernal. Localisation établie par la chronologie du voyage.,True,1081759,529869
DSC01951 (1).jpg,georgie-svanetie-village-svane-montagnes-68.jpg,2024:04:03 18:22:03,2024-04-03 18:22:03,"Date EXIF cohérente avec le voyage, hors période de trace GPX.",+04:00,,,,contextuelle,route de Tbilissi à Mestia et arrivée en Svanétie,village svane face aux montagnes,Village svane face aux montagnes — route de Tbilissi à Mestia et arrivée en Svanétie,"Village de svanétie et tours de pierre devant les sommets enneigés, route de Tbilissi à Mestia et arrivée en Svanétie, pendant le voyage à ski en Géorgie.",Village svane face aux montagnes pendant le voyage et le raid à ski en Haute-Svanétie.,Village de svanétie et tours de pierre devant les sommets enneigés. Localisation établie par la chronologie du voyage.,True,975640,475280
DSC01868.jpg,georgie-svanetie-route-village-svanetie-69.jpg,2024:04:03 17:19:44,2024-04-03 17:19:44,"Date EXIF cohérente avec le voyage, hors période de trace GPX.",+04:00,,,,contextuelle,route de Tbilissi à Mestia et arrivée en Svanétie,route à travers un village de Svanétie,Route à travers un village de svanétie — route de Tbilissi à Mestia et arrivée en Svanétie,"Route de montagne traversée par des animaux entre les maisons, route de Tbilissi à Mestia et arrivée en Svanétie, pendant le voyage à ski en Géorgie.",Route à travers un village de svanétie pendant le voyage et le raid à ski en Haute-Svanétie.,Route de montagne traversée par des animaux entre les maisons. Localisation établie par la chronologie du voyage.,True,822028,386168
DSC01813.jpg,georgie-svanetie-halte-route-georgie-70.jpg,2024:04:03 12:44:49,2024-04-03 12:44:49,"Date EXIF cohérente avec le voyage, hors période de trace GPX.",+04:00,,,,contextuelle,route de Tbilissi à Mestia et arrivée en Svanétie,halte sur la route de Svanétie,Halte sur la route de svanétie — route de Tbilissi à Mestia et arrivée en Svanétie,"Scène de vie pendant une halte entre tbilissi et mestia, route de Tbilissi à Mestia et arrivée en Svanétie, pendant le voyage à ski en Géorgie.",Halte sur la route de svanétie pendant le voyage et le raid à ski en Haute-Svanétie.,Scène de vie pendant une halte entre tbilissi et mestia. Localisation établie par la chronologie du voyage.,True,638704,299386
DSC01761.jpg,georgie-svanetie-route-tbilissi-mestia-71.jpg,2024:04:03 06:35:48,2024-04-03 06:35:48,"Date EXIF cohérente avec le voyage, hors période de trace GPX.",+04:00,,,,contextuelle,route de Tbilissi à Mestia et arrivée en Svanétie,trajet entre Tbilissi et Mestia,Trajet entre tbilissi et mestia — route de Tbilissi à Mestia et arrivée en Svanétie,"Route géorgienne vue depuis le véhicule en direction de la svanétie, route de Tbilissi à Mestia et arrivée en Svanétie, pendant le voyage à ski en Géorgie.",Trajet entre tbilissi et mestia pendant le voyage et le raid à ski en Haute-Svanétie.,Route géorgienne vue depuis le véhicule en direction de la svanétie. Localisation établie par la chronologie du voyage.,True,410796,155359
