source_exacte,fichier_web,DateTimeOriginal,fuseau_utilisé,latitude_GPX,longitude_GPX,écart_photo_GPX_secondes,certitude_GPX,localisation,titre_media,texte_alternatif,legende,description,EXIF_complets_identiques,octets_source,octets_web
DSC01949 (1).jpg,kazakhstan-ile-alatau-ski-randonnee-dsc01949-1-038.jpg,2025:04:23 20:54:34,+05:00,43.0420636,76.9438463,24672,faible,"traversée à ski du massif de l’Ile Alatau, Kazakhstan — jour 4","Traversée à ski — traversée à ski du massif de l’Ile Alatau, Kazakhstan — jour 4","Scène de voyage et de ski de randonnée pendant la traversée à ski du massif de l’Ile Alatau, Kazakhstan, au jour 4 de l’itinérance.","Jour 4 de la traversée à ski du massif de l’Ile Alatau, Kazakhstan.","Photo prise pendant la traversée à ski du massif de l’Ile Alatau, Kazakhstan. Point GPX temporel le plus proche : 43.042064, 76.943846, écart 24672 secondes. Nom original conservé dans le manifeste : DSC01949 (1).jpg.",True,241362,303028
DSC01956.jpg,kazakhstan-ile-alatau-ski-randonnee-dsc01956-039.jpg,2025:04:24 04:46:48,+05:00,43.0420636,76.9438463,1557,moyenne,"traversée à ski du massif de l’Ile Alatau, Kazakhstan — jour 5","Traversée à ski — traversée à ski du massif de l’Ile Alatau, Kazakhstan — jour 5","Scène de voyage et de ski de randonnée pendant la traversée à ski du massif de l’Ile Alatau, Kazakhstan, au jour 5 de l’itinérance.","Jour 5 de la traversée à ski du massif de l’Ile Alatau, Kazakhstan.","Photo prise pendant la traversée à ski du massif de l’Ile Alatau, Kazakhstan. Point GPX temporel le plus proche : 43.042064, 76.943846, écart 1557 secondes. Nom original conservé dans le manifeste : DSC01956.jpg.",True,130084,175346
DSC02004.jpg,kazakhstan-ile-alatau-ski-randonnee-dsc02004-040.jpg,2025:04:24 06:55:25,+05:00,43.0356014,76.9015478,0,élevée,"traversée à ski du massif de l’Ile Alatau, Kazakhstan — jour 5","Traversée à ski — traversée à ski du massif de l’Ile Alatau, Kazakhstan — jour 5","Scène de voyage et de ski de randonnée pendant la traversée à ski du massif de l’Ile Alatau, Kazakhstan, au jour 5 de l’itinérance.","Jour 5 de la traversée à ski du massif de l’Ile Alatau, Kazakhstan.","Photo prise pendant la traversée à ski du massif de l’Ile Alatau, Kazakhstan. Point GPX temporel le plus proche : 43.035601, 76.901548, écart 0 secondes. Nom original conservé dans le manifeste : DSC02004.jpg.",True,200942,237973
DSC02036.jpg,kazakhstan-ile-alatau-ski-randonnee-dsc02036-041.jpg,2025:04:24 07:16:45,+05:00,43.0355533,76.8954356,6,élevée,"traversée à ski du massif de l’Ile Alatau, Kazakhstan — jour 5","Traversée à ski — traversée à ski du massif de l’Ile Alatau, Kazakhstan — jour 5","Scène de voyage et de ski de randonnée pendant la traversée à ski du massif de l’Ile Alatau, Kazakhstan, au jour 5 de l’itinérance.","Jour 5 de la traversée à ski du massif de l’Ile Alatau, Kazakhstan.","Photo prise pendant la traversée à ski du massif de l’Ile Alatau, Kazakhstan. Point GPX temporel le plus proche : 43.035553, 76.895436, écart 6 secondes. Nom original conservé dans le manifeste : DSC02036.jpg.",True,174742,214091
DSC02110.jpg,kazakhstan-ile-alatau-ski-randonnee-dsc02110-042.jpg,2025:04:24 10:38:51,+05:00,43.0197194,76.8579819,3,élevée,"traversée à ski du massif de l’Ile Alatau, Kazakhstan — jour 5","Traversée à ski — traversée à ski du massif de l’Ile Alatau, Kazakhstan — jour 5","Scène de voyage et de ski de randonnée pendant la traversée à ski du massif de l’Ile Alatau, Kazakhstan, au jour 5 de l’itinérance.","Jour 5 de la traversée à ski du massif de l’Ile Alatau, Kazakhstan.","Photo prise pendant la traversée à ski du massif de l’Ile Alatau, Kazakhstan. Point GPX temporel le plus proche : 43.019719, 76.857982, écart 3 secondes. Nom original conservé dans le manifeste : DSC02110.jpg.",True,116100,148655
DSC02121.jpg,kazakhstan-ile-alatau-ski-randonnee-dsc02121-043.jpg,2025:04:24 16:39:52,+05:00,43.0179806,76.8486436,20391,faible,"traversée à ski du massif de l’Ile Alatau, Kazakhstan — jour 5","Traversée à ski — traversée à ski du massif de l’Ile Alatau, Kazakhstan — jour 5","Scène de voyage et de ski de randonnée pendant la traversée à ski du massif de l’Ile Alatau, Kazakhstan, au jour 5 de l’itinérance.","Jour 5 de la traversée à ski du massif de l’Ile Alatau, Kazakhstan.","Photo prise pendant la traversée à ski du massif de l’Ile Alatau, Kazakhstan. Point GPX temporel le plus proche : 43.017981, 76.848644, écart 20391 secondes. Nom original conservé dans le manifeste : DSC02121.jpg.",True,135857,187988
DSC02166.jpg,kazakhstan-ile-alatau-ski-randonnee-dsc02166-044.jpg,2025:04:25 05:32:18,+05:00,43.0123325,76.8441604,0,élevée,"traversée à ski du massif de l’Ile Alatau, Kazakhstan — jour 6","Traversée à ski — traversée à ski du massif de l’Ile Alatau, Kazakhstan — jour 6","Scène de voyage et de ski de randonnée pendant la traversée à ski du massif de l’Ile Alatau, Kazakhstan, au jour 6 de l’itinérance.","Jour 6 de la traversée à ski du massif de l’Ile Alatau, Kazakhstan.","Photo prise pendant la traversée à ski du massif de l’Ile Alatau, Kazakhstan. Point GPX temporel le plus proche : 43.012332, 76.844160, écart 0 secondes. Nom original conservé dans le manifeste : DSC02166.jpg.",True,211855,244474
DSC02199 (2025-04-27T11_41_32.920).jpg,kazakhstan-ile-alatau-ski-randonnee-dsc02199-2025-04-27t11-41-32-920-045.jpg,2025:04:25 06:10:00,+05:00,43.0095504,76.8359824,3,élevée,"traversée à ski du massif de l’Ile Alatau, Kazakhstan — jour 6","Traversée à ski — traversée à ski du massif de l’Ile Alatau, Kazakhstan — jour 6","Scène de voyage et de ski de randonnée pendant la traversée à ski du massif de l’Ile Alatau, Kazakhstan, au jour 6 de l’itinérance.","Jour 6 de la traversée à ski du massif de l’Ile Alatau, Kazakhstan.","Photo prise pendant la traversée à ski du massif de l’Ile Alatau, Kazakhstan. Point GPX temporel le plus proche : 43.009550, 76.835982, écart 3 secondes. Nom original conservé dans le manifeste : DSC02199 (2025-04-27T11_41_32.920).jpg.",True,172345,214923
DSC02253 (2025-04-27T11_41_35.349).jpg,kazakhstan-ile-alatau-ski-randonnee-dsc02253-2025-04-27t11-41-35-349-046.jpg,2025:04:25 07:21:30,+05:00,43.0151977,76.8348761,25,élevée,"traversée à ski du massif de l’Ile Alatau, Kazakhstan — jour 6","Traversée à ski — traversée à ski du massif de l’Ile Alatau, Kazakhstan — jour 6","Scène de voyage et de ski de randonnée pendant la traversée à ski du massif de l’Ile Alatau, Kazakhstan, au jour 6 de l’itinérance.","Jour 6 de la traversée à ski du massif de l’Ile Alatau, Kazakhstan.","Photo prise pendant la traversée à ski du massif de l’Ile Alatau, Kazakhstan. Point GPX temporel le plus proche : 43.015198, 76.834876, écart 25 secondes. Nom original conservé dans le manifeste : DSC02253 (2025-04-27T11_41_35.349).jpg.",True,361721,390056
DSC02323.jpg,kazakhstan-ile-alatau-ski-randonnee-dsc02323-047.jpg,2025:04:25 07:58:56,+05:00,43.020036,76.8347277,12,élevée,"traversée à ski du massif de l’Ile Alatau, Kazakhstan — jour 6","Traversée à ski — traversée à ski du massif de l’Ile Alatau, Kazakhstan — jour 6","Scène de voyage et de ski de randonnée pendant la traversée à ski du massif de l’Ile Alatau, Kazakhstan, au jour 6 de l’itinérance.","Jour 6 de la traversée à ski du massif de l’Ile Alatau, Kazakhstan.","Photo prise pendant la traversée à ski du massif de l’Ile Alatau, Kazakhstan. Point GPX temporel le plus proche : 43.020036, 76.834728, écart 12 secondes. Nom original conservé dans le manifeste : DSC02323.jpg.",True,115546,152770
DSC02363.jpg,kazakhstan-ile-alatau-ski-randonnee-dsc02363-048.jpg,2025:04:25 08:03:16,+05:00,43.020036,76.8347277,15,élevée,"traversée à ski du massif de l’Ile Alatau, Kazakhstan — jour 6","Traversée à ski — traversée à ski du massif de l’Ile Alatau, Kazakhstan — jour 6","Scène de voyage et de ski de randonnée pendant la traversée à ski du massif de l’Ile Alatau, Kazakhstan, au jour 6 de l’itinérance.","Jour 6 de la traversée à ski du massif de l’Ile Alatau, Kazakhstan.","Photo prise pendant la traversée à ski du massif de l’Ile Alatau, Kazakhstan. Point GPX temporel le plus proche : 43.020036, 76.834728, écart 15 secondes. Nom original conservé dans le manifeste : DSC02363.jpg.",True,222382,265471
DSC02411.jpg,kazakhstan-ile-alatau-ski-randonnee-dsc02411-049.jpg,2025:04:25 13:01:28,+05:00,43.0921546,76.785531,2,élevée,"traversée à ski du massif de l’Ile Alatau, Kazakhstan — jour 6","Traversée à ski — traversée à ski du massif de l’Ile Alatau, Kazakhstan — jour 6","Scène de voyage et de ski de randonnée pendant la traversée à ski du massif de l’Ile Alatau, Kazakhstan, au jour 6 de l’itinérance.","Jour 6 de la traversée à ski du massif de l’Ile Alatau, Kazakhstan.","Photo prise pendant la traversée à ski du massif de l’Ile Alatau, Kazakhstan. Point GPX temporel le plus proche : 43.092155, 76.785531, écart 2 secondes. Nom original conservé dans le manifeste : DSC02411.jpg.",True,167509,209007
DSC02419.jpg,kazakhstan-ile-alatau-ski-randonnee-dsc02419-050.jpg,2025:04:25 13:08:17,+05:00,43.0951654,76.7846754,3,élevée,"traversée à ski du massif de l’Ile Alatau, Kazakhstan — jour 6","Traversée à ski — traversée à ski du massif de l’Ile Alatau, Kazakhstan — jour 6","Scène de voyage et de ski de randonnée pendant la traversée à ski du massif de l’Ile Alatau, Kazakhstan, au jour 6 de l’itinérance.","Jour 6 de la traversée à ski du massif de l’Ile Alatau, Kazakhstan.","Photo prise pendant la traversée à ski du massif de l’Ile Alatau, Kazakhstan. Point GPX temporel le plus proche : 43.095165, 76.784675, écart 3 secondes. Nom original conservé dans le manifeste : DSC02419.jpg.",True,139163,186666
DSC02453.jpg,kazakhstan-ile-alatau-ski-randonnee-dsc02453-051.jpg,2025:04:26 09:23:19,+03:00,43.0950394,76.7846926,79336,faible,"traversée à ski du massif de l’Ile Alatau, Kazakhstan — jour 6","Traversée à ski — traversée à ski du massif de l’Ile Alatau, Kazakhstan — jour 6","Scène de voyage et de ski de randonnée pendant la traversée à ski du massif de l’Ile Alatau, Kazakhstan, au jour 6 de l’itinérance.","Jour 6 de la traversée à ski du massif de l’Ile Alatau, Kazakhstan.","Photo prise pendant la traversée à ski du massif de l’Ile Alatau, Kazakhstan. Point GPX temporel le plus proche : 43.095039, 76.784693, écart 79336 secondes. Nom original conservé dans le manifeste : DSC02453.jpg.",True,284562,337234
DSC02478.jpg,kazakhstan-ile-alatau-ski-randonnee-dsc02478-052.jpg,2025:04:26 10:13:00,+03:00,43.0950394,76.7846926,82317,faible,"traversée à ski du massif de l’Ile Alatau, Kazakhstan — jour 6","Traversée à ski — traversée à ski du massif de l’Ile Alatau, Kazakhstan — jour 6","Scène de voyage et de ski de randonnée pendant la traversée à ski du massif de l’Ile Alatau, Kazakhstan, au jour 6 de l’itinérance.","Jour 6 de la traversée à ski du massif de l’Ile Alatau, Kazakhstan.","Photo prise pendant la traversée à ski du massif de l’Ile Alatau, Kazakhstan. Point GPX temporel le plus proche : 43.095039, 76.784693, écart 82317 secondes. Nom original conservé dans le manifeste : DSC02478.jpg.",True,461215,502562
DSC02481.jpg,kazakhstan-ile-alatau-ski-randonnee-dsc02481-053.jpg,2025:04:26 10:13:18,+03:00,43.0950394,76.7846926,82335,faible,"traversée à ski du massif de l’Ile Alatau, Kazakhstan — jour 6","Traversée à ski — traversée à ski du massif de l’Ile Alatau, Kazakhstan — jour 6","Scène de voyage et de ski de randonnée pendant la traversée à ski du massif de l’Ile Alatau, Kazakhstan, au jour 6 de l’itinérance.","Jour 6 de la traversée à ski du massif de l’Ile Alatau, Kazakhstan.","Photo prise pendant la traversée à ski du massif de l’Ile Alatau, Kazakhstan. Point GPX temporel le plus proche : 43.095039, 76.784693, écart 82335 secondes. Nom original conservé dans le manifeste : DSC02481.jpg.",True,495622,550463
DSC02501.jpg,kazakhstan-ile-alatau-ski-randonnee-dsc02501-054.jpg,2025:04:26 11:10:17,+03:00,43.0950394,76.7846926,85754,faible,"traversée à ski du massif de l’Ile Alatau, Kazakhstan — jour 6","Traversée à ski — traversée à ski du massif de l’Ile Alatau, Kazakhstan — jour 6","Scène de voyage et de ski de randonnée pendant la traversée à ski du massif de l’Ile Alatau, Kazakhstan, au jour 6 de l’itinérance.","Jour 6 de la traversée à ski du massif de l’Ile Alatau, Kazakhstan.","Photo prise pendant la traversée à ski du massif de l’Ile Alatau, Kazakhstan. Point GPX temporel le plus proche : 43.095039, 76.784693, écart 85754 secondes. Nom original conservé dans le manifeste : DSC02501.jpg.",True,271082,326518
